index,query,answer,subgraph_nodes,query_fig_name,answer_fig_name,main_relation,query_type,query_text,query_html,explanation_text,explanation_html,baseline_with_explanation,baseline_without_explanation
102,"(i,(p,(Result),(e,(northern californians disagree northern california))),(p,(Result),(e,(northern californians say))),(p,(Contrast),(e,(southern californians say))))",san francisco be in central california most,"['san francisco be in central california most', 'northern californians say', 'northern californians disagree northern california', 'southern californians say']",20220401-144420_q102.png,20220401-144420_a102.png,Contrast,3i,northern californians disagree northern california result in the eventuality V?. northern californians say result in the eventuality V?. southern californians say and the eventuality V? share significant difference regarding some property. What is the eventuality V? ?,"<span style=""color:red;"">northern californians disagree northern california</span> result in <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">northern californians say</span> result in <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">southern californians say</span> and <span style=""color:red;"">the eventuality V?</span> share significant difference regarding some property. What is the eventuality V? ?",southern californians say and san francisco be in central california most share significant difference regarding some property. southern californians say and northern californians say share significant difference regarding some property. southern californians say and northern californians disagree northern california share significant difference regarding some property. northern californians say result in san francisco be in central california most. northern californians disagree northern california result in san francisco be in central california most.,"<span style=""color:red;"">southern californians say</span> and <span style=""color:red;"">san francisco be in central california most</span> share significant difference regarding some property. <span style=""color:red;"">southern californians say</span> and <span style=""color:red;"">northern californians say</span> share significant difference regarding some property. <span style=""color:red;"">southern californians say</span> and <span style=""color:red;"">northern californians disagree northern california</span> share significant difference regarding some property. <span style=""color:red;"">northern californians say</span> result in <span style=""color:red;"">san francisco be in central california most</span>. <span style=""color:red;"">northern californians disagree northern california</span> result in <span style=""color:red;"">san francisco be in central california most</span>.",no,no
103,"(i,(p,(Contrast),(e,(it be only a suggestion))),(p,(Restatement),(e,(it will be a busy day))),(p,(Contrast),(e,(it have happen yet))))",something may come of it,"['it be only a suggestion', 'it have happen yet', 'something may come of it', 'it will be a busy day']",20220401-144420_q103.png,20220401-144420_a103.png,Restatement,3i,it be only a suggestion and the eventuality V? share significant difference regarding some property. the eventuality V? restates it will be a busy day. it have happen yet and the eventuality V? share significant difference regarding some property. What is the eventuality V? ?,"<span style=""color:red;"">it be only a suggestion</span> and <span style=""color:red;"">the eventuality V?</span> share significant difference regarding some property. <span style=""color:red;"">the eventuality V?</span> restates <span style=""color:red;"">it will be a busy day</span>. <span style=""color:red;"">it have happen yet</span> and <span style=""color:red;"">the eventuality V?</span> share significant difference regarding some property. What is the eventuality V? ?",it have happen yet and something may come of it share significant difference regarding some property. it be only a suggestion and something may come of it share significant difference regarding some property. it will be a busy day and something may come of it share significant difference regarding some property. something may come of it restates it will be a busy day.,"<span style=""color:red;"">it have happen yet</span> and <span style=""color:red;"">something may come of it</span> share significant difference regarding some property. <span style=""color:red;"">it be only a suggestion</span> and <span style=""color:red;"">something may come of it</span> share significant difference regarding some property. <span style=""color:red;"">it will be a busy day</span> and <span style=""color:red;"">something may come of it</span> share significant difference regarding some property. <span style=""color:red;"">something may come of it</span> restates <span style=""color:red;"">it will be a busy day</span>.",yes,no
104,"(i,(p,(Condition),(e,(PersonX will lose PersonX datum))),(p,(Result),(e,(most PersonY do not have a choice))),(p,(Condition),(e,(all PersonX get to do))))",PersonX do not want to do,"['all PersonX get to do', 'most PersonY do not have a choice', 'PersonX do not want to do', 'PersonX will lose PersonX datum']",20220401-144420_q104.png,20220401-144420_a104.png,Condition,3i,"When the eventuality V? happens, PersonX will lose PersonX datum can happen. most PersonY do not have a choice result in the eventuality V?. When the eventuality V? happens, all PersonX get to do can happen. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">PersonX will lose PersonX datum</span> can happen. <span style=""color:red;"">most PersonY do not have a choice</span> result in <span style=""color:red;"">the eventuality V?</span>. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">all PersonX get to do</span> can happen. What is the eventuality V? ?","When PersonX do not want to do happens, PersonX will lose PersonX datum can happen. most PersonY do not have a choice result in PersonX do not want to do. When PersonX do not want to do happens, all PersonX get to do can happen.","When <span style=""color:red;"">PersonX do not want to do</span> happens, <span style=""color:red;"">PersonX will lose PersonX datum</span> can happen. <span style=""color:red;"">most PersonY do not have a choice</span> result in <span style=""color:red;"">PersonX do not want to do</span>. When <span style=""color:red;"">PersonX do not want to do</span> happens, <span style=""color:red;"">all PersonX get to do</span> can happen.",no,no
105,"(i,(p,(ChosenAlternative),(e,(PersonY want a vegetarian pizza))),(p,(Contrast),(e,(PersonX be really the only one))),(p,(ChosenAlternative),(e,(PersonY enjoy PersonY company))))",PersonY have a hard time figure,"['PersonY want a vegetarian pizza', 'PersonY have a hard time figure', 'PersonY enjoy PersonY company', 'PersonX be really the only one']",20220401-144420_q105.png,20220401-144420_a105.png,ChosenAlternative,3i,PersonY want a vegetarian pizza is a preferred alternative situation to the eventuality V?. PersonX be really the only one and the eventuality V? share significant difference regarding some property. PersonY enjoy PersonY company is a preferred alternative situation to the eventuality V?. What is the eventuality V? ?,"<span style=""color:red;"">PersonY want a vegetarian pizza</span> is a preferred alternative situation to <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">PersonX be really the only one</span> and <span style=""color:red;"">the eventuality V?</span> share significant difference regarding some property. <span style=""color:red;"">PersonY enjoy PersonY company</span> is a preferred alternative situation to <span style=""color:red;"">the eventuality V?</span>. What is the eventuality V? ?",PersonX be really the only one and PersonY have a hard time figure share significant difference regarding some property. PersonY want a vegetarian pizza is a preferred alternative situation to PersonY have a hard time figure. PersonY enjoy PersonY company is a preferred alternative situation to PersonY have a hard time figure.,"<span style=""color:red;"">PersonX be really the only one</span> and <span style=""color:red;"">PersonY have a hard time figure</span> share significant difference regarding some property. <span style=""color:red;"">PersonY want a vegetarian pizza</span> is a preferred alternative situation to <span style=""color:red;"">PersonY have a hard time figure</span>. <span style=""color:red;"">PersonY enjoy PersonY company</span> is a preferred alternative situation to <span style=""color:red;"">PersonY have a hard time figure</span>.",no,no
106,"(i,(p,(Instantiation),(e,(it add a extra layer of skill to game))),(p,(Result),(e,(PersonY be everyone 's buddy))),(p,(Condition),(e,(PersonX do not give a hoot))))",PersonY have some friend,"['it add a extra layer of skill to game', 'PersonY have some friend', 'PersonX do not give a hoot', ""PersonY be everyone 's buddy""]",20220401-144420_q106.png,20220401-144420_a106.png,Instantiation,3i,"the eventuality V? is a more detailed description of it add a extra layer of skill to game. PersonY be everyone 's buddy result in the eventuality V?. When the eventuality V? happens, PersonX do not give a hoot can happen. What is the eventuality V? ?","<span style=""color:red;"">the eventuality V?</span> is a more detailed description of <span style=""color:red;"">it add a extra layer of skill to game</span>. <span style=""color:red;"">PersonY be everyone 's buddy</span> result in <span style=""color:red;"">the eventuality V?</span>. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">PersonX do not give a hoot</span> can happen. What is the eventuality V? ?","When PersonY have some friend happens, PersonX do not give a hoot can happen. PersonY be everyone 's buddy result in PersonY have some friend. PersonY have some friend is a more detailed description of it add a extra layer of skill to game. it add a extra layer of skill to game and PersonY have some friend share significant difference regarding some property.","When <span style=""color:red;"">PersonY have some friend</span> happens, <span style=""color:red;"">PersonX do not give a hoot</span> can happen. <span style=""color:red;"">PersonY be everyone 's buddy</span> result in <span style=""color:red;"">PersonY have some friend</span>. <span style=""color:red;"">PersonY have some friend</span> is a more detailed description of <span style=""color:red;"">it add a extra layer of skill to game</span>. <span style=""color:red;"">it add a extra layer of skill to game</span> and <span style=""color:red;"">PersonY have some friend</span> share significant difference regarding some property.",yes,yes
107,"(p,(Alternative),(i,(p,(Condition),(e,(PersonX can not respect))),(p,(Reason),(e,(PersonX admire PersonY delicacy)))))",will PersonY listen to PersonX,"['PersonY have nothing to say to PersonX', 'PersonX can not respect', 'PersonX admire PersonY delicacy', 'will PersonY listen to PersonX']",20220401-144420_q107.png,20220401-144420_a107.png,Alternative,ip,"When the eventuality V1 happens, PersonX can not respect can happen. the eventuality V1 is an alternative situation to the eventuality V?. PersonX admire PersonY delicacy happens because the eventuality V1. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V1</span> happens, <span style=""color:red;"">PersonX can not respect</span> can happen. <span style=""color:red;"">the eventuality V1</span> is an alternative situation to <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">PersonX admire PersonY delicacy</span> happens because <span style=""color:red;"">the eventuality V1</span>. What is the eventuality V? ?","PersonY have nothing to say to PersonX is an alternative situation to will PersonY listen to PersonX. When PersonY have nothing to say to PersonX happens, PersonX can not respect can happen. PersonX admire PersonY delicacy happens because PersonY have nothing to say to PersonX.","<span style=""color:red;"">PersonY have nothing to say to PersonX</span> is an alternative situation to <span style=""color:red;"">will PersonY listen to PersonX</span>. When <span style=""color:red;"">PersonY have nothing to say to PersonX</span> happens, <span style=""color:red;"">PersonX can not respect</span> can happen. <span style=""color:red;"">PersonX admire PersonY delicacy</span> happens because <span style=""color:red;"">PersonY have nothing to say to PersonX</span>.",no,no
108,"(p,(Condition),(i,(p,(Reason),(e,(PersonY can not praise PersonX))),(p,(Restatement),(e,(the plot be very simple)))))",PersonY be superfluous,"['PersonX resist the temptation', 'the plot be very simple', 'PersonY can not praise PersonX', 'PersonY be superfluous']",20220401-144420_q108.png,20220401-144420_a108.png,Restatement,ip,"PersonY can not praise PersonX happens because the eventuality V1. When the eventuality V? happens, the eventuality V1 can happen. the eventuality V1 restates the plot be very simple. What is the eventuality V? ?","<span style=""color:red;"">PersonY can not praise PersonX</span> happens because <span style=""color:red;"">the eventuality V1</span>. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">the eventuality V1</span> can happen. <span style=""color:red;"">the eventuality V1</span> restates <span style=""color:red;"">the plot be very simple</span>. What is the eventuality V? ?","PersonY can not praise PersonX happens because PersonX resist the temptation. When PersonY be superfluous happens, PersonX resist the temptation can happen. PersonX resist the temptation restates the plot be very simple.","<span style=""color:red;"">PersonY can not praise PersonX</span> happens because <span style=""color:red;"">PersonX resist the temptation</span>. When <span style=""color:red;"">PersonY be superfluous</span> happens, <span style=""color:red;"">PersonX resist the temptation</span> can happen. <span style=""color:red;"">PersonX resist the temptation</span> restates <span style=""color:red;"">the plot be very simple</span>.",no,no
109,"(p,(Condition),(i,(p,(Condition),(e,(PersonY will be answerable for it))),(p,(Condition),(e,(PersonX can save PersonY from unhappiness)))))",PersonY will let PersonX,"['PersonX can save PersonY from unhappiness', 'PersonX will come to PersonY', 'PersonY will be answerable for it', 'PersonY will let PersonX']",20220401-144420_q109.png,20220401-144420_a109.png,Condition,ip,"When the eventuality V1 happens, PersonY will be answerable for it can happen. When the eventuality V? happens, the eventuality V1 can happen. When the eventuality V1 happens, PersonX can save PersonY from unhappiness can happen. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V1</span> happens, <span style=""color:red;"">PersonY will be answerable for it</span> can happen. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">the eventuality V1</span> can happen. When <span style=""color:red;"">the eventuality V1</span> happens, <span style=""color:red;"">PersonX can save PersonY from unhappiness</span> can happen. What is the eventuality V? ?","When PersonY will let PersonX happens, PersonX will come to PersonY can happen. When PersonX will come to PersonY happens, PersonX can save PersonY from unhappiness can happen. When PersonX will come to PersonY happens, PersonY will be answerable for it can happen.","When <span style=""color:red;"">PersonY will let PersonX</span> happens, <span style=""color:red;"">PersonX will come to PersonY</span> can happen. When <span style=""color:red;"">PersonX will come to PersonY</span> happens, <span style=""color:red;"">PersonX can save PersonY from unhappiness</span> can happen. When <span style=""color:red;"">PersonX will come to PersonY</span> happens, <span style=""color:red;"">PersonY will be answerable for it</span> can happen.",yes,yes
110,"(p,(Condition),(i,(p,(Condition),(e,(PersonY will be answerable for it))),(p,(Condition),(e,(PersonX can save PersonY from unhappiness)))))",PersonY should like to see PersonX,"['PersonX can save PersonY from unhappiness', 'PersonX will come to PersonY', 'PersonY will be answerable for it', 'PersonY should like to see PersonX']",20220401-144420_q110.png,20220401-144420_a110.png,Condition,ip,"When the eventuality V1 happens, PersonY will be answerable for it can happen. When the eventuality V? happens, the eventuality V1 can happen. When the eventuality V1 happens, PersonX can save PersonY from unhappiness can happen. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V1</span> happens, <span style=""color:red;"">PersonY will be answerable for it</span> can happen. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">the eventuality V1</span> can happen. When <span style=""color:red;"">the eventuality V1</span> happens, <span style=""color:red;"">PersonX can save PersonY from unhappiness</span> can happen. What is the eventuality V? ?","When PersonY should like to see PersonX happens, PersonX will come to PersonY can happen. When PersonX will come to PersonY happens, PersonX can save PersonY from unhappiness can happen. When PersonX will come to PersonY happens, PersonY will be answerable for it can happen.","When <span style=""color:red;"">PersonY should like to see PersonX</span> happens, <span style=""color:red;"">PersonX will come to PersonY</span> can happen. When <span style=""color:red;"">PersonX will come to PersonY</span> happens, <span style=""color:red;"">PersonX can save PersonY from unhappiness</span> can happen. When <span style=""color:red;"">PersonX will come to PersonY</span> happens, <span style=""color:red;"">PersonY will be answerable for it</span> can happen.",yes,yes
111,"(p,(Condition),(i,(p,(Condition),(e,(PersonY will be answerable for it))),(p,(Condition),(e,(PersonX can save PersonY from unhappiness)))))",PersonX be on the other side of room,"['PersonX can save PersonY from unhappiness', 'PersonX will come to PersonY', 'PersonY will be answerable for it', 'PersonX be on the other side of room']",20220401-144420_q111.png,20220401-144420_a111.png,Condition,ip,"When the eventuality V1 happens, PersonY will be answerable for it can happen. When the eventuality V? happens, the eventuality V1 can happen. When the eventuality V1 happens, PersonX can save PersonY from unhappiness can happen. What is the eventuality V? ?","When <span style=""color:red;"">the eventuality V1</span> happens, <span style=""color:red;"">PersonY will be answerable for it</span> can happen. When <span style=""color:red;"">the eventuality V?</span> happens, <span style=""color:red;"">the eventuality V1</span> can happen. When <span style=""color:red;"">the eventuality V1</span> happens, <span style=""color:red;"">PersonX can save PersonY from unhappiness</span> can happen. What is the eventuality V? ?","When PersonX be on the other side of room happens, PersonX will come to PersonY can happen. When PersonX will come to PersonY happens, PersonX can save PersonY from unhappiness can happen. When PersonX will come to PersonY happens, PersonY will be answerable for it can happen.","When <span style=""color:red;"">PersonX be on the other side of room</span> happens, <span style=""color:red;"">PersonX will come to PersonY</span> can happen. When <span style=""color:red;"">PersonX will come to PersonY</span> happens, <span style=""color:red;"">PersonX can save PersonY from unhappiness</span> can happen. When <span style=""color:red;"">PersonX will come to PersonY</span> happens, <span style=""color:red;"">PersonY will be answerable for it</span> can happen.",yes,yes
112,"(p,(Conjunction),(i,(p,(Conjunction),(e,(all the food be outstanding))),(p,(Conjunction),(e,(the meal be amazing)))))",the food be always on point,"['all the food be outstanding', 'the meal be amazing', 'the service be top-notch', 'the food be always on point']",20220401-144420_q112.png,20220401-144420_a112.png,Conjunction,ip,all the food be outstanding and the eventuality V1 both happen. the eventuality V1 and the eventuality V? both happen. the meal be amazing and the eventuality V1 both happen. What is the eventuality V? ?,"<span style=""color:red;"">all the food be outstanding</span> and <span style=""color:red;"">the eventuality V1</span> both happen. <span style=""color:red;"">the eventuality V1</span> and <span style=""color:red;"">the eventuality V?</span> both happen. <span style=""color:red;"">the meal be amazing</span> and <span style=""color:red;"">the eventuality V1</span> both happen. What is the eventuality V? ?",all the food be outstanding and the service be top-notch both happen. the service be top-notch and the food be always on point both happen. the meal be amazing and the service be top-notch both happen.,"<span style=""color:red;"">all the food be outstanding</span> and <span style=""color:red;"">the service be top-notch</span> both happen. <span style=""color:red;"">the service be top-notch</span> and <span style=""color:red;"">the food be always on point</span> both happen. <span style=""color:red;"">the meal be amazing</span> and <span style=""color:red;"">the service be top-notch</span> both happen.",yes,yes
113,"(p,(Conjunction),(i,(p,(Conjunction),(e,(all the food be outstanding))),(p,(Conjunction),(e,(the meal be amazing)))))",the food be good !!!,"['all the food be outstanding', 'the meal be amazing', 'the service be top-notch', 'the food be good !!!']",20220401-144420_q113.png,20220401-144420_a113.png,Conjunction,ip,all the food be outstanding and the eventuality V1 both happen. the eventuality V1 and the eventuality V? both happen. the meal be amazing and the eventuality V1 both happen. What is the eventuality V? ?,"<span style=""color:red;"">all the food be outstanding</span> and <span style=""color:red;"">the eventuality V1</span> both happen. <span style=""color:red;"">the eventuality V1</span> and <span style=""color:red;"">the eventuality V?</span> both happen. <span style=""color:red;"">the meal be amazing</span> and <span style=""color:red;"">the eventuality V1</span> both happen. What is the eventuality V? ?",all the food be outstanding and the service be top-notch both happen. the service be top-notch and the food be good !!! both happen. the meal be amazing and the service be top-notch both happen.,"<span style=""color:red;"">all the food be outstanding</span> and <span style=""color:red;"">the service be top-notch</span> both happen. <span style=""color:red;"">the service be top-notch</span> and <span style=""color:red;"">the food be good !!!</span> both happen. <span style=""color:red;"">the meal be amazing</span> and <span style=""color:red;"">the service be top-notch</span> both happen.",yes,yes
114,"(p,(Conjunction),(i,(p,(Conjunction),(e,(all the food be outstanding))),(p,(Conjunction),(e,(the meal be amazing)))))",the food/drinks be amazing,"['all the food be outstanding', 'the meal be amazing', 'the service be top-notch', 'the food/drinks be amazing']",20220401-144420_q114.png,20220401-144420_a114.png,Conjunction,ip,all the food be outstanding and the eventuality V1 both happen. the eventuality V1 and the eventuality V? both happen. the meal be amazing and the eventuality V1 both happen. What is the eventuality V? ?,"<span style=""color:red;"">all the food be outstanding</span> and <span style=""color:red;"">the eventuality V1</span> both happen. <span style=""color:red;"">the eventuality V1</span> and <span style=""color:red;"">the eventuality V?</span> both happen. <span style=""color:red;"">the meal be amazing</span> and <span style=""color:red;"">the eventuality V1</span> both happen. What is the eventuality V? ?",all the food be outstanding and the service be top-notch both happen. the service be top-notch and the food/drinks be amazing both happen. the meal be amazing and the service be top-notch both happen.,"<span style=""color:red;"">all the food be outstanding</span> and <span style=""color:red;"">the service be top-notch</span> both happen. <span style=""color:red;"">the service be top-notch</span> and <span style=""color:red;"">the food/drinks be amazing</span> both happen. <span style=""color:red;"">the meal be amazing</span> and <span style=""color:red;"">the service be top-notch</span> both happen.",yes,yes
115,"(p,(Reason),(i,(p,(Reason),(e,(PersonY do not talk about it))),(p,(Reason),(e,(PersonX have to interpret)))))",PersonX will not talk about it,"['PersonY do not talk about it', 'PeopleX do not talk about it', 'PersonX have to interpret', 'PersonX will not talk about it']",20220401-144420_q115.png,20220401-144420_a115.png,Reason,ip,PersonY do not talk about it happens because the eventuality V1. the eventuality V1 happens because the eventuality V?. PersonX have to interpret happens because the eventuality V1. What is the eventuality V? ?,"<span style=""color:red;"">PersonY do not talk about it</span> happens because <span style=""color:red;"">the eventuality V1</span>. <span style=""color:red;"">the eventuality V1</span> happens because <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">PersonX have to interpret</span> happens because <span style=""color:red;"">the eventuality V1</span>. What is the eventuality V? ?",PersonX have to interpret happens because PeopleX do not talk about it. PeopleX do not talk about it happens because PersonX will not talk about it. PersonY do not talk about it happens because PeopleX do not talk about it. PersonY do not talk about it and PeopleX do not talk about it both happen.,"<span style=""color:red;"">PersonX have to interpret</span> happens because <span style=""color:red;"">PeopleX do not talk about it</span>. <span style=""color:red;"">PeopleX do not talk about it</span> happens because <span style=""color:red;"">PersonX will not talk about it</span>. <span style=""color:red;"">PersonY do not talk about it</span> happens because <span style=""color:red;"">PeopleX do not talk about it</span>. <span style=""color:red;"">PersonY do not talk about it</span> and <span style=""color:red;"">PeopleX do not talk about it</span> both happen.",no,no
116,"(p,(Reason),(i,(p,(Reason),(e,(PersonY do not talk about it))),(p,(Reason),(e,(PersonX have to interpret)))))",PersonY will not talk about it,"['PersonY do not talk about it', 'PeopleX do not talk about it', 'PersonX have to interpret', 'PersonY will not talk about it']",20220401-144420_q116.png,20220401-144420_a116.png,Reason,ip,PersonY do not talk about it happens because the eventuality V1. the eventuality V1 happens because the eventuality V?. PersonX have to interpret happens because the eventuality V1. What is the eventuality V? ?,"<span style=""color:red;"">PersonY do not talk about it</span> happens because <span style=""color:red;"">the eventuality V1</span>. <span style=""color:red;"">the eventuality V1</span> happens because <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">PersonX have to interpret</span> happens because <span style=""color:red;"">the eventuality V1</span>. What is the eventuality V? ?",PersonX have to interpret happens because PeopleX do not talk about it. PeopleX do not talk about it happens because PersonY will not talk about it. PersonY do not talk about it happens because PeopleX do not talk about it. PersonY do not talk about it and PeopleX do not talk about it both happen.,"<span style=""color:red;"">PersonX have to interpret</span> happens because <span style=""color:red;"">PeopleX do not talk about it</span>. <span style=""color:red;"">PeopleX do not talk about it</span> happens because <span style=""color:red;"">PersonY will not talk about it</span>. <span style=""color:red;"">PersonY do not talk about it</span> happens because <span style=""color:red;"">PeopleX do not talk about it</span>. <span style=""color:red;"">PersonY do not talk about it</span> and <span style=""color:red;"">PeopleX do not talk about it</span> both happen.",no,no
117,"(p,(Reason),(i,(p,(Reason),(e,(PersonY do not talk about it))),(p,(Reason),(e,(PersonX have to interpret)))))",nobody want to hear it,"['PersonY do not talk about it', 'PeopleX do not talk about it', 'PersonX have to interpret', 'nobody want to hear it']",20220401-144420_q117.png,20220401-144420_a117.png,Reason,ip,PersonY do not talk about it happens because the eventuality V1. the eventuality V1 happens because the eventuality V?. PersonX have to interpret happens because the eventuality V1. What is the eventuality V? ?,"<span style=""color:red;"">PersonY do not talk about it</span> happens because <span style=""color:red;"">the eventuality V1</span>. <span style=""color:red;"">the eventuality V1</span> happens because <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">PersonX have to interpret</span> happens because <span style=""color:red;"">the eventuality V1</span>. What is the eventuality V? ?",PersonX have to interpret happens because PeopleX do not talk about it. PeopleX do not talk about it happens because nobody want to hear it. PersonY do not talk about it happens because PeopleX do not talk about it. PersonY do not talk about it and PeopleX do not talk about it both happen.,"<span style=""color:red;"">PersonX have to interpret</span> happens because <span style=""color:red;"">PeopleX do not talk about it</span>. <span style=""color:red;"">PeopleX do not talk about it</span> happens because <span style=""color:red;"">nobody want to hear it</span>. <span style=""color:red;"">PersonY do not talk about it</span> happens because <span style=""color:red;"">PeopleX do not talk about it</span>. <span style=""color:red;"">PersonY do not talk about it</span> and <span style=""color:red;"">PeopleX do not talk about it</span> both happen.",no,no
118,"(p,(Reason),(i,(p,(Reason),(e,(PersonY do not talk about it))),(p,(Reason),(e,(PersonX just do not realize it)))))",PersonX will not talk about it,"['PersonY do not talk about it', 'PeopleX do not talk about it', 'PersonX just do not realize it', 'PersonX will not talk about it']",20220401-144420_q118.png,20220401-144420_a118.png,Reason,ip,PersonY do not talk about it happens because the eventuality V1. the eventuality V1 happens because the eventuality V?. PersonX just do not realize it happens because the eventuality V1. What is the eventuality V? ?,"<span style=""color:red;"">PersonY do not talk about it</span> happens because <span style=""color:red;"">the eventuality V1</span>. <span style=""color:red;"">the eventuality V1</span> happens because <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">PersonX just do not realize it</span> happens because <span style=""color:red;"">the eventuality V1</span>. What is the eventuality V? ?",PeopleX do not talk about it happens because PersonX will not talk about it. PersonY do not talk about it happens because PeopleX do not talk about it. PersonY do not talk about it and PeopleX do not talk about it both happen. PersonX just do not realize it happens because PeopleX do not talk about it.,"<span style=""color:red;"">PeopleX do not talk about it</span> happens because <span style=""color:red;"">PersonX will not talk about it</span>. <span style=""color:red;"">PersonY do not talk about it</span> happens because <span style=""color:red;"">PeopleX do not talk about it</span>. <span style=""color:red;"">PersonY do not talk about it</span> and <span style=""color:red;"">PeopleX do not talk about it</span> both happen. <span style=""color:red;"">PersonX just do not realize it</span> happens because <span style=""color:red;"">PeopleX do not talk about it</span>.",no,no
119,"(p,(Reason),(i,(p,(Reason),(e,(PersonY do not talk about it))),(p,(Reason),(e,(PersonX just do not realize it)))))",PersonY will not talk about it,"['PersonY do not talk about it', 'PeopleX do not talk about it', 'PersonX just do not realize it', 'PersonY will not talk about it']",20220401-144420_q119.png,20220401-144420_a119.png,Reason,ip,PersonY do not talk about it happens because the eventuality V1. the eventuality V1 happens because the eventuality V?. PersonX just do not realize it happens because the eventuality V1. What is the eventuality V? ?,"<span style=""color:red;"">PersonY do not talk about it</span> happens because <span style=""color:red;"">the eventuality V1</span>. <span style=""color:red;"">the eventuality V1</span> happens because <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">PersonX just do not realize it</span> happens because <span style=""color:red;"">the eventuality V1</span>. What is the eventuality V? ?",PeopleX do not talk about it happens because PersonY will not talk about it. PersonY do not talk about it happens because PeopleX do not talk about it. PersonY do not talk about it and PeopleX do not talk about it both happen. PersonX just do not realize it happens because PeopleX do not talk about it.,"<span style=""color:red;"">PeopleX do not talk about it</span> happens because <span style=""color:red;"">PersonY will not talk about it</span>. <span style=""color:red;"">PersonY do not talk about it</span> happens because <span style=""color:red;"">PeopleX do not talk about it</span>. <span style=""color:red;"">PersonY do not talk about it</span> and <span style=""color:red;"">PeopleX do not talk about it</span> both happen. <span style=""color:red;"">PersonX just do not realize it</span> happens because <span style=""color:red;"">PeopleX do not talk about it</span>.",no,no
120,"(p,(Reason),(i,(p,(Reason),(e,(PersonY do not talk about it))),(p,(Reason),(e,(PersonX just do not realize it)))))",nobody want to hear it,"['PersonY do not talk about it', 'PeopleX do not talk about it', 'PersonX just do not realize it', 'nobody want to hear it']",20220401-144420_q120.png,20220401-144420_a120.png,Reason,ip,PersonY do not talk about it happens because the eventuality V1. the eventuality V1 happens because the eventuality V?. PersonX just do not realize it happens because the eventuality V1. What is the eventuality V? ?,"<span style=""color:red;"">PersonY do not talk about it</span> happens because <span style=""color:red;"">the eventuality V1</span>. <span style=""color:red;"">the eventuality V1</span> happens because <span style=""color:red;"">the eventuality V?</span>. <span style=""color:red;"">PersonX just do not realize it</span> happens because <span style=""color:red;"">the eventuality V1</span>. What is the eventuality V? ?",PeopleX do not talk about it happens because nobody want to hear it. PersonY do not talk about it happens because PeopleX do not talk about it. PersonY do not talk about it and PeopleX do not talk about it both happen. PersonX just do not realize it happens because PeopleX do not talk about it.,"<span style=""color:red;"">PeopleX do not talk about it</span> happens because <span style=""color:red;"">nobody want to hear it</span>. <span style=""color:red;"">PersonY do not talk about it</span> happens because <span style=""color:red;"">PeopleX do not talk about it</span>. <span style=""color:red;"">PersonY do not talk about it</span> and <span style=""color:red;"">PeopleX do not talk about it</span> both happen. <span style=""color:red;"">PersonX just do not realize it</span> happens because <span style=""color:red;"">PeopleX do not talk about it</span>.",no,no
121,"(p,(Exception),(i,(p,(Result),(e,(PersonX do not play jp))),(p,(Contrast),(e,(bingo players be play)))))",PeopleX be magician,"['bingo players be play', 'PersonX be not too familiar with PeopleX', 'PersonX do not play jp', 'PeopleX be magician']",20220401-144420_q121.png,20220401-144420_a121.png,Exception,ip,PersonX do not play jp result in the eventuality V1. the eventuality V? is an exception of the eventuality V1. bingo players be play and the eventuality V1 share significant difference regarding some property. What is the eventuality V? ?,"<span style=""color:red;"">PersonX do not play jp</span> result in <span style=""color:red;"">the eventuality V1</span>. <span style=""color:red;"">the eventuality V?</span> is an exception of <span style=""color:red;"">the eventuality V1</span>. <span style=""color:red;"">bingo players be play</span> and <span style=""color:red;"">the eventuality V1</span> share significant difference regarding some property. What is the eventuality V? ?",PersonX do not play jp result in PersonX be not too familiar with PeopleX. bingo players be play and PersonX be not too familiar with PeopleX share significant difference regarding some property. PeopleX be magician is an exception of PersonX be not too familiar with PeopleX.,"<span style=""color:red;"">PersonX do not play jp</span> result in <span style=""color:red;"">PersonX be not too familiar with PeopleX</span>. <span style=""color:red;"">bingo players be play</span> and <span style=""color:red;"">PersonX be not too familiar with PeopleX</span> share significant difference regarding some property. <span style=""color:red;"">PeopleX be magician</span> is an exception of <span style=""color:red;"">PersonX be not too familiar with PeopleX</span>.",no,no
